Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,22.22010040283203,21.36870002746582,21.756799697875977,21.475099563598633,12610852.0,18.05834197998047
2015-01-05,21.769399642944336,20.855199813842773,21.10569953918457,21.506399154663086,12446021.0,18.10211753845215
2015-01-06,22.213899612426758,21.374900817871094,21.543899536132812,22.213899612426758,16539325.0,18.697620391845703
2015-01-07,23.3533992767334,22.30150032043457,22.50189971923828,23.09670066833496,17426251.0,19.4406795501709
2015-01-08,23.422199249267578,22.7273006439209,23.16550064086914,23.215599060058594,9466445.0,19.540760040283203
2015-01-09,23.121700286865234,22.088699340820312,22.99020004272461,22.207599639892578,10254503.0,18.692312240600586
2015-01-12,22.30780029296875,21.662900924682617,22.03860092163086,21.813199996948242,10323822.0,18.360353469848633
2015-01-13,22.4955997467041,21.881999969482422,21.97599983215332,21.881999969482422,13150067.0,18.41826629638672
2015-01-14,22.445499420166016,21.506399154663086,21.600299835205078,22.11370086669922,12166990.0,18.61328887939453
2015-01-15,22.73349952697754,21.8882999420166,22.157499313354492,21.8882999420166,16122776.0,18.42356300354004
2015-01-16,22.170000076293945,21.725500106811523,22.007299423217773,22.101200103759766,20668726.0,18.60276222229004
2015-01-19,22.32029914855957,21.475099563598633,21.97599983215332,21.63789939880371,10199240.0,18.21279525756836
2015-01-20,22.069900512695312,21.500099182128906,22.03860092163086,21.569000244140625,8507805.0,18.154804229736328
2015-01-21,22.251399993896484,21.475099563598633,21.89459991455078,22.094900131225586,13600957.0,18.597463607788086
2015-01-22,22.75860023498535,22.176300048828125,22.351600646972656,22.339099884033203,13990354.0,18.803009033203125
2015-01-23,22.75860023498535,21.77560043334961,22.351600646972656,22.145000457763672,9840669.0,18.639623641967773
2015-01-26,22.520700454711914,21.819400787353516,21.819400787353516,22.50189971923828,11064603.0,18.940031051635742
2015-01-27,22.702199935913086,21.913299560546875,22.176300048828125,22.539400100708008,15026777.0,18.971593856811523
2015-01-28,22.821199417114258,22.007299423217773,22.257699966430664,22.069900512695312,15626206.0,18.576416015625
2015-01-29,22.4955997467041,21.424999237060547,22.288999557495117,21.769399642944336,16193372.0,18.32347869873047
2015-01-30,21.531400680541992,20.961700439453125,21.475099563598633,21.118200302124023,17326585.0,17.77536392211914
2015-02-02,21.462600708007812,20.74880027770996,21.381200790405273,21.337299346923828,14855397.0,17.959775924682617
2015-02-03,22.157499313354492,21.61280059814453,21.913299560546875,22.11370086669922,14854439.0,18.631362915039062
2015-02-04,22.871299743652344,21.87579917907715,22.11370086669922,22.670900344848633,17181240.0,19.100814819335938
2015-02-05,22.66469955444336,22.288999557495117,22.40169906616211,22.30780029296875,12169706.0,18.794893264770508
2015-02-06,22.420499801635742,21.85070037841797,22.257699966430664,22.40169906616211,11544402.0,18.87399673461914
2015-02-09,22.633399963378906,22.2012996673584,22.257699966430664,22.633399963378906,13606707.0,19.0692195892334
2015-02-10,22.7273006439209,22.063600540161133,22.4768009185791,22.063600540161133,10018118.0,18.71938705444336
2015-02-11,22.276500701904297,21.299800872802734,22.013500213623047,21.468799591064453,15572381.0,18.214740753173828
2015-02-12,22.32029914855957,21.687999725341797,21.85070037841797,22.32029914855957,11021159.0,18.937177658081055
2015-02-13,22.952699661254883,22.31410026550293,22.514400482177734,22.91510009765625,11667067.0,19.441816329956055
2015-02-18,23.478599548339844,23.015300750732422,23.3346004486084,23.16550064086914,12483875.0,19.654273986816406
2015-02-19,23.390899658203125,22.92140007019043,23.115400314331055,23.115400314331055,7512590.0,19.61175537109375
2015-02-20,23.290800094604492,22.864999771118164,23.152999877929688,23.17180061340332,5099540.0,19.65961265563965
2015-02-23,23.466100692749023,22.877500534057617,22.883800506591797,23.397199630737305,7648671.0,19.850845336914062
2015-02-24,23.685199737548828,23.18429946899414,23.478599548339844,23.653900146484375,11204518.0,20.068635940551758
2015-02-25,23.785400390625,23.240699768066406,23.36590003967285,23.785400390625,13037464.0,20.180212020874023
2015-02-26,23.85420036315918,23.509899139404297,23.79159927368164,23.835500717163086,8016986.0,20.222719192504883
2015-02-27,24.3927001953125,23.52239990234375,23.79159927368164,23.541200637817383,19165761.0,19.973020553588867
2015-03-02,23.87299919128418,23.027799606323242,23.484800338745117,23.221900939941406,15294308.0,19.702117919921875
2015-03-03,23.303300857543945,22.99020004272461,23.203100204467773,23.25950050354004,12777440.0,19.751625061035156
2015-03-04,23.077899932861328,22.714799880981445,22.902599334716797,22.77739906311035,15129637.0,19.342235565185547
2015-03-05,23.00279998779297,22.470600128173828,22.821199417114258,22.73979949951172,20854960.0,19.3102970123291
2015-03-06,22.789899826049805,22.24519920349121,22.677200317382812,22.46430015563965,12385008.0,19.07634735107422
2015-03-09,22.30150032043457,21.61280059814453,22.22640037536621,21.819400787353516,11920223.0,18.528715133666992
2015-03-10,21.881999969482422,21.09320068359375,21.500099182128906,21.09320068359375,17734350.0,17.91204071044922
2015-03-11,21.756799697875977,21.199600219726562,21.237199783325195,21.725500106811523,10879807.0,18.448974609375
2015-03-12,22.076099395751953,21.318599700927734,22.03860092163086,21.337299346923828,16144657.0,18.119319915771484
2015-03-13,21.212099075317383,20.76759910583496,20.90530014038086,21.074399948120117,15533089.0,17.896068572998047
2015-03-16,21.4375,21.036800384521484,21.28730010986328,21.387399673461914,12416473.0,18.1618595123291
2015-03-17,22.23270034790039,21.18079948425293,21.387399673461914,22.22640037536621,17117831.0,18.874330520629883
2015-03-18,23.1028995513916,21.800600051879883,22.22010040283203,23.1028995513916,14474625.0,19.618648529052734
2015-03-19,22.971500396728516,22.433000564575195,22.933900833129883,22.714799880981445,9681747.0,19.28907585144043
2015-03-20,23.322099685668945,22.82740020751953,22.902599334716797,23.065399169921875,16308051.0,19.586793899536133
2015-03-23,23.322099685668945,22.83370018005371,22.977699279785156,23.009000778198242,7299044.0,19.53890037536621
2015-03-24,23.27199935913086,22.520700454711914,23.040300369262695,22.789899826049805,7971625.0,19.352846145629883
2015-03-25,23.146799087524414,22.545700073242188,22.977699279785156,22.802400588989258,17842321.0,19.36345672607422
2015-03-26,22.714799880981445,22.03230094909668,22.608299255371094,22.101200103759766,19131741.0,18.76801300048828
2015-03-27,22.1112003326416,21.18709945678711,22.1112003326416,21.487600326538086,13279786.0,18.24695587158203
2015-03-30,21.968399047851562,21.374900817871094,21.600299835205078,21.938400268554688,12783989.0,18.6297607421875
2015-03-31,22.374099731445312,21.59280014038086,21.660400390625,22.2012996673584,14486737.0,18.85301399230957
2015-04-01,23.30579948425293,22.44930076599121,22.58449935913086,22.92259979248047,12165340.0,19.46553611755371
2015-04-02,23.531200408935547,23.080400466918945,23.170499801635742,23.148000717163086,10448616.0,19.673221588134766
2015-04-06,23.651399612426758,23.260700225830078,23.44099998474121,23.37339973449707,7608662.0,19.864791870117188
2015-04-07,23.591299057006836,23.223100662231445,23.403499603271484,23.501100540161133,7328486.0,19.973323822021484
2015-04-08,23.794099807739258,23.433500289916992,23.606300354003906,23.493600845336914,11794923.0,19.966943740844727
2015-04-09,23.268199920654297,22.7273006439209,23.1028995513916,23.072900772094727,14062814.0,19.60940170288086
2015-04-10,23.403499603271484,22.77239990234375,22.92259979248047,23.163000106811523,9204397.0,19.68596649169922
2015-04-13,23.6289005279541,23.132999420166016,23.1781005859375,23.223100662231445,10817037.0,19.737058639526367
2015-04-14,23.546199798583984,23.005300521850586,23.546199798583984,23.546199798583984,11391763.0,20.011648178100586
2015-04-15,23.809200286865234,23.36590003967285,23.583799362182617,23.801599502563477,12935457.0,20.22871208190918
2015-04-16,23.809200286865234,23.486099243164062,23.794099807739258,23.809200286865234,9959607.0,20.23517608642578
2015-04-17,23.598800659179688,23.095399856567383,23.486099243164062,23.1028995513916,9380622.0,19.63489532470703
